,-180,-175,-170,-165,-160,-155,-150,-145,-140,-135,-130,-125,-120,-115,-110,-105,-100,-95,-90,-85,-80,-75,-70,-65,-60,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175
-35,0.1770531805232229,0.17045480162291576,0.1641306810673703,0.15811502348014467,0.15240724314156917,0.14699044480565365,0.141847055514356,0.13696694887281408,0.13234706444621086,0.12798564013429797,0.12387639616945204,0.12000734456386235,0.1163658578852587,0.11294809308205601,0.10976878714489227,0.10686768417060924,0.10431074864841838,0.1021862209872966,0.10059607284510425,0.09964241585793854,0.09940780761207546,0.09993137274366862,0.10119224216977774,0.10312242585155501,0.10566074669164813,0.10881509462976421,0.11267128340948676,0.11733414192762487,0.1228534950529441,0.1291854828966777,0.13619471838605776,0.14367843626377252,0.15139580764781335,0.15909401735624454,0.166528261512268,0.1734758507502571,0.1797462832257721,0.1851889692814755,0.18969914386196313,0.1932224155630085,0.19576273654218934,0.19740238479111427,0.19833147238885926,0.19885698293287773,0.1993570697341243,0.20019322829173042,0.20163250820989675,0.20381251566419897,0.20674408860482538,0.21033177776868256,0.2143979688247767,0.21870609053274725,0.2229839619091308,0.22695051453423026,0.23034853846718764,0.23298049368240722,0.23473765681241807,0.23561057938957522,0.2356721689789151,0.23503808344463062,0.2338197017720295,0.232087196168298,0.22985489923562138,0.22708979191264583,0.2237352928413791,0.21973794706439098,0.2150691757144519,0.209740239809405,0.20381319683430651,0.19740620035292622,0.1906858111324572,0.18384233955333903
-30,0.1465446995119804,0.14176823496361166,0.13716430818158487,0.1327664573350314,0.12857207324663592,0.12456351304712962,0.12072659559179859,0.11705926419628604,0.11356893918743118,0.11026301778118415,0.1071401321391734,0.10418851485947483,0.10139320654215792,0.0987487733334329,0.09627161890416171,0.09400697535464585,0.09202878158873005,0.0904336246224132,0.08932996846298905,0.08882158023115531,0.08898155815513735,0.08981691259253605,0.0912412333305435,0.09309957091926205,0.09527460068142297,0.09780158097546364,0.1008610878763187,0.1046510946728942,0.1092678946952651,0.11466884680259432,0.12069529971602869,0.1271156526192878,0.13366753524913483,0.14009197223307895,0.1461571379800091,0.15167159441655947,0.15648947996654847,0.1605110998431128,0.16368103094345574,0.16598388275518433,0.16743938891011506,0.16810544055369261,0.16810091600678645,0.16763913000960431,0.16702716697665432,0.16660088081119345,0.16663281922240814,0.16727365037400607,0.16854459979811676,0.17036103614747672,0.17256476933418674,0.17495452235120104,0.17731309691177147,0.17943340961790946,0.1811450099639142,0.1823389220688655,0.18298406496091119,0.1831262869198542,0.1828662980480637,0.18232160404411624,0.1815858650978802,0.18069982749245742,0.1796422529147837,0.17834090067287128,0.17669625764929947,0.17460791962919328,0.17199607244952467,0.168816996542361,0.16507619392440426,0.1608389416414618,0.15622939300507555,0.1514097063243698
-25,0.12357826400504254,0.12001208502758176,0.11658053942302016,0.11331502460608746,0.11020520036678189,0.10722551062715381,0.10435861596095415,0.10160532126509479,0.09897920146858333,0.0964927393598725,0.09414567096922738,0.09192355215697447,0.0898078535098599,0.08779223164444079,0.08589685515945923,0.08417477076085293,0.08270922845049532,0.08160466254547001,0.08097365905005056,0.08091796964509339,0.08149633921519912,0.08267418149960949,0.08427716270853224,0.0860285586126705,0.0877394710591678,0.08950533679968835,0.09164940466544888,0.09448142146213044,0.09813710926420252,0.10256425034005937,0.10757598527088816,0.1129123302650914,0.11829281847839809,0.12345742645478706,0.1281936319087711,0.13234840936175868,0.13582732353688284,0.13858582985202827,0.14061820630920563,0.14194727634350549,0.14261525007958378,0.14267755580978939,0.142210020195355,0.14133913964683215,0.14027317181342286,0.13928282403728615,0.13862356908660017,0.13845797686565112,0.13882697876347325,0.13966618725361962,0.1408406407689125,0.1421795477623594,0.14350541528693797,0.14465866656602405,0.14551947669829576,0.14602588565068375,0.14618299357599607,0.1460572179139743,0.14575332650817596,0.145380071732218,0.14501577640995336,0.14468503956333303,0.14435266685749,0.14393429800933005,0.1433175070403515,0.1423852291385228,0.14103489769808608,0.13919289166655097,0.13682860263413893,0.13396949398138178,0.13070841100984285,0.1271903857029246
-20,0.1060588556028373,0.10333047645501373,0.10074118169509139,0.09831701538855965,0.09603431208819499,0.09385418432422443,0.09175209936198044,0.08972891539614677,0.0878020078451258,0.08598658650874721,0.08428145554237304,0.08266867106097314,0.08112713483746252,0.07965215578136776,0.07827063731483314,0.07704544483073712,0.07606917716338434,0.07545201207084495,0.0753070130907362,0.07573001022472227,0.07676249763706773,0.0783236246856682,0.08013066941632233,0.08173967761026328,0.08286710721036651,0.0837174043795399,0.08481465950757001,0.08659057650896924,0.089207906096618,0.09259880115055188,0.09655185765528107,0.10078637093419648,0.10501091273813343,0.10896906146676674,0.11246981909528025,0.11539926493219009,0.11771381427239487,0.11942084737558145,0.12055648702701795,0.12116938598319427,0.12131249875902865,0.12103840854358586,0.12039854838437389,0.11945897343282581,0.11833629505548074,0.11721623587643042,0.11631190081219342,0.11578583844014025,0.11569941961620382,0.11601330342015245,0.1166184999858073,0.11737274120032289,0.11813074370673388,0.11876743249450618,0.11919627305561227,0.11938273445801728,0.11934923706345056,0.1191670520118538,0.11893441724004221,0.11874662387462939,0.11866778292795784,0.11871280115603634,0.11884326789487053,0.11897615959732293,0.11900091941393129,0.11879842576290368,0.11825677116262263,0.11728381687020863,0.11582182665197915,0.11386781885180727,0.11149128403935939,0.10883071684005921
-15,0.09273874071382511,0.09063915510427127,0.08870249600495962,0.08694542479009736,0.08532961321363051,0.08380311476703894,0.08233440729013297,0.08092369785717982,0.07959048708053365,0.0783506939103954,0.07720098942297163,0.07612059244232668,0.07508852787745314,0.07410541098800212,0.07320773629605751,0.07246874138170818,0.071988217301014,0.07187778799781482,0.07224576255074326,,,,,,,,0.0802272532058863,0.08083871182789269,0.08232391382706017,0.08460037317038831,0.08744382007504609,0.09056540380777081,0.0936712197074555,0.0965112636573062,0.09891367673068416,0.10079763836037682,0.10216211716443727,0.10305628447906848,0.10354619979802024,0.10369300682022776,0.10354713885049377,0.10314978262563336,0.10253203559011417,0.10171860228039906,0.10075426514279016,0.0997416213749203,0.09883817485222557,0.09819520137496579,0.09789238841527986,0.09791837354335343,0.09819292477535788,0.09860241823756184,0.09903042969826749,0.09937964646590718,0.09958748229187342,0.09963631380052453,0.09955577227980027,0.09941362633089176,0.09929569241735023,0.09928069705294384,0.09941854095100221,0.09971765204244411,0.10014242299246628,0.1006190777260741,0.10104740624077396,0.1013143581193503,0.10130586710050711,0.10091730831381482,0.10006907786793531,0.09873348617674084,0.09696456882065606,0.09490348453173102
-10,0.08294055748039499,0.08137226457520315,0.07998444083193255,0.0787835610283254,0.07772240957828223,0.07674345854115514,0.07581313960265466,0.07493200376802032,0.07411985329177767,0.07339092174441754,0.07273881321140085,0.07214143296411918,0.07158134527560422,0.07106805458228233,0.07064926257950914,0.07040717963205054,,,0.07177509499354688,0.0732358888811138,0.07525736966809801,0.0776848046679889,0.07999791320645268,0.08122455789360687,0.08074171906977756,,,,0.07742336621485474,0.07850482416760081,0.08019179402361526,0.08220143552714111,0.08424534717464169,0.08608087099345453,0.08754926210154221,0.08859095751683274,0.08923195161657144,0.08954699524439455,0.08961835662305866,0.08951004229966765,0.08926368093926869,0.08890503370141488,0.08844496695344989,0.08787492887809034,0.08718137414725284,0.08639148746264155,0.08560458884504302,0.0849560568203458,0.08454378715894037,0.08438739335925903,0.08443817768327905,0.0846120816884807,0.0848202100646976,0.08498962432899353,0.08507665666147535,0.0850746482595816,0.08501438176159731,0.08495458380484633,0.08496398994504309,0.08510146930923204,0.08540148326651584,0.0858674395936425,0.08647054645737783,0.08715186646960754,0.08782731518239605,0.088395167231594,0.08874398504337924,0.08876180275611034,0.08835381093116905,0.08747623987777836,0.08617585778617312,0.08459845443279647
-5,0.07631632564038522,0.07524661732307197,0.07435313020084758,0.07363468243696895,0.07304435887906877,0.0725298189768365,0.07206311210036215,0.07164760993371191,0.07130213130763888,0.07103720345862222,0.07084307056448202,,0.070592060269189,0.07054484191381943,0.07061512731759985,0.07089064434715059,0.07147129090246444,0.07245240986227901,0.07391211604070831,0.07589844831246567,0.0783998070973431,0.081249489101425,0.08385265691512225,0.08487965631959721,0.08336779558707469,0.08042822672306925,0.07761343515907954,,,,0.07486157068546742,0.07577510780492065,0.07682789789058099,0.07778418802260488,0.07849004355438162,0.07889136053230313,0.0790209084670691,0.07895982253407316,0.07879379660565887,0.07858532188738668,0.07836889403827396,0.07815815520178351,0.0779460280021978,0.07769302806672115,0.077331060271286,0.07681490550159094,0.07618652911345976,0.07556708779564111,0.07507649670639266,0.07476928896631128,0.07463076817137246,0.0746071811076123,0.07463651799009424,0.07466851355090921,0.07467585594069497,0.0746595455357942,0.07464756293976525,0.07468524132681066,0.07481990902846196,0.0750869770111904,0.07550364296712267,0.0760690443949657,0.0767644702052469,0.07755040238622783,0.07836358730617005,0.0791178566304061,0.07970888189924248,0.08002367836501599,0.07996149213830668,0.0794725054232152,0.07860001564327795,0.07748574438975561
0,0.07265919193178555,0.07208575232801015,0.0716620452044349,0.07138205270071973,,,,0.07103996798788256,0.07112033980909305,0.07128600197346217,0.07152492371747698,0.07181862757960891,0.07216482032661407,0.07259473160889361,0.07317478471220615,0.07399329538944052,0.07514101055776727,0.07669404422116044,0.07870222962921383,0.08117977924202226,0.0840866423459955,0.0872562771467789,0.09010526453795786,0.09100053711550826,0.08840633019923798,0.0839511842112193,0.07968257352441036,0.07626809081134017,,,,,0.07162173998235172,0.071819561934067,0.07191997950546085,0.07185784842981685,0.0716522390213327,0.0713727112801062,0.07109860781766499,0.07089076364711601,0.07078299254498396,0.07078453023811368,0.07087487481562631,0.0709837506908661,0.07098576768459838,0.07076033463748121,0.07029299925181143,0.06969707757565757,0.0691216512529534,0.06866019460084122,0.06833328095293408,0.06811724920966018,0.06797610436874428,0.0678810945656715,0.06781987007804509,0.0677991949930957,0.06784156176665947,0.06797550109656163,0.06822329200086573,0.06859388918976075,0.06908578274272636,0.06969456825870386,0.07041426988119873,0.07122852677424202,0.07209882916910997,0.07295860722025636,0.07371564366188321,0.07426317311875033,0.07450369652880778,0.07438813839026995,0.07395370245655952,0.07332428368851318
5,,,0.07177815570543158,0.07191967470347008,0.07213327009624029,0.07239868031245167,0.07271733752851989,0.07310813160601091,0.07359088938522058,0.07417065117118632,0.07483589657244753,0.07557347029194066,0.07639002128127424,0.07732524785361597,0.07844875446768751,0.0798432271403095,0.08158298246402211,0.08371581036311926,0.08625085288313745,0.08915127171883394,0.09232660278840127,0.0955977463728578,,,,,0.08422281013699034,0.07938779698115672,0.07554574947520586,0.07271941941419474,,,,,,0.06767593023050063,0.06726300544791042,0.06687436650341054,0.06657656908236802,0.06642998297735547,0.06647432101765632,0.0667220307378098,,,,,,,,0.06582795806705005,0.06530370799497111,0.06489047478266861,0.06457667759011732,0.0643535034823226,0.06422217292993662,0.064193617494757,0.06428285939910108,0.0644993910063516,0.06483845720212468,0.06528141650032133,0.06580804050466191,0.06641137498410293,0.06709988493342398,0.06788241216103165,0.068747872630216,0.0696528840438131,0.07052248786450503,0.07126275643694832,0.07178585754606001,0.07204565508375403,,
10,0.07361526692998352,0.07405824968013812,0.07457089101277845,0.07514053133757638,0.0757489538669186,0.07639319280047335,0.07709130554055539,0.07787291836327827,0.07876248962762912,0.07976747239671561,0.08088069309228137,0.08209644082836563,0.0834295282098788,0.08492428716286125,0.08664743725241446,0.08866846847048025,0.09103605282401452,0.0937577121258456,0.09678589236356262,0.10001147968501403,0.10326549379841024,,,,,,,0.08531214114715978,0.08005322451883225,0.0758772710197441,0.07276690198476077,0.07056513118977573,0.06904699896455321,0.06798464322128628,,,,,,,0.06547112003842422,0.06598401915728856,0.0667505389123358,0.06763365610299199,0.06837180242848394,0.06867403759701438,0.06842964365087509,0.06778122209498158,0.0669637404544302,0.06614937478617942,0.06542120239540744,0.06480853671925652,0.06432142227748197,0.0639687009392326,0.06376280408346147,0.06371667766131445,0.06383623545749112,0.0641110756291202,0.0645098765428787,0.06498810796879458,0.06550895602969757,0.06606429925484668,0.06667708202213078,0.06738101821460969,0.06819285993454283,0.06909478751272384,,,0.07171795798889008,0.07234604238179672,0.0728277067704135,0.07322433715727791
15,0.07798236229883497,0.07894152331259688,0.07994159600971543,0.08096642936175882,0.08200566456735903,0.08306968346516488,0.08418990349206065,0.08540604124581865,0.08674959451371177,0.08823456516732427,0.08986187632208745,0.09163471865467203,0.09357427912309868,0.09572462379298852,0.09814224385850702,0.10087384682165676,0.10393024344364926,0.10726328247751532,0.11075039562077586,0.1141908075830587,0.11731866672919125,,,,,,,,,0.08233337976906831,0.07799553546952337,0.07476399319524044,0.07243356155521209,0.07077364911820368,0.06957796524336678,0.06869380308381082,0.06803604294560599,0.06758539080443747,0.06737208359586416,0.06745120057380986,0.0678766030073733,0.06867286164892047,0.0697935115574012,0.07105752194273264,0.07211350654340846,0.07257654225814726,0.07232546064685356,0.07156534604249708,0.07058308948580587,0.06957569549283169,0.06864406699541538,0.06783635874111608,0.06718078309279946,0.06670052050840936,0.06641587425082339,0.06633901998371651,0.06646519052098168,0.06676475640494002,0.06718294117456602,0.067654074030541,0.06812907590726776,0.06860031191837758,0.06910359570968315,0.06969422064374307,0.0704145629096311,0.07127281341139989,0.07223976489729048,0.07326060699493558,0.07427606590457275,0.07524615434023066,0.07616643051409956,0.0770653958120918
20,0.08489254047441368,0.08636911533020179,0.0878803290851432,0.08940665412004808,0.09094264251093417,0.09250705794081221,0.09413991146425227,0.09588871351200505,0.09779284024086257,0.09987561787109747,0.10214855770317524,0.10462404645084114,0.10732677467674574,0.11029446115570787,0.1135640849282342,0.11714699789211326,0.12100008864836528,0.12500076782136105,0.12893310878143685,0.13249274368057015,0.13531929851423094,,,,,,,,,,,0.08281448581175473,0.07959885985169027,0.07727440199291297,0.07561815137721882,0.07445041295144586,0.07365435840761121,0.07318085161062744,0.07303825796458392,0.0732708878162627,0.07393047502881717,0.0750389165219761,0.07652856941183704,0.07814977226631248,0.07942410226785578,0.07988106241856521,0.07947367179161804,0.07852164652853176,0.07734766214211485,0.07614580526665297,0.07501897954518943,0.0740269314067688,0.07321188276693705,0.07260761766423096,0.07223852908044441,0.07211292796135005,0.07221439277901902,0.07249617829115285,0.07288539105370528,0.07330236435931116,0.07369170091035716,0.07404800383722397,0.07441697975729007,0.07487014686698318,0.07547100871360118,0.07625192209593858,0.0772086615064559,0.07830944996320419,0.07951184541082373,0.0807805652147507,0.0820989315740414,0.08346776513049224
25,0.09448726550434614,0.09648538640565374,0.0985432179530451,0.10063902033395818,0.10277023171765852,0.10495990941482743,0.10725229489331889,0.10969984697767325,0.11234918645750369,0.11523374785928975,0.11837615401709449,0.12179660828289418,0.12551896468327617,0.1295665313393985,0.1339444819723246,0.13861185306081816,0.14345048615009012,0.14824072247357278,0.15265488119572354,0.15627978305778645,0.1586771205502148,,,,,,,,,,,,,0.088180032514424,0.08593873323299683,0.08438872769630634,0.0833881955390075,0.08286112279505331,0.08279178845219823,0.08320694723360816,0.08414680770755542,0.08561775169151879,0.08750300829080068,0.0894142521507312,0.090667377211051,0.0908005549479761,0.09003107973687423,0.0888105771676293,0.08743185598167676,0.08604534266544325,0.08473939088911273,0.0835782085886166,0.0826137065811489,0.08188651426453322,0.08142161867315513,0.0812210724381122,0.08125687025724672,0.08146870142867305,0.08177244456485068,0.08208276477655527,0.0823444117244269,0.08255596309601372,0.08276970012271141,0.08306736989522351,0.0835279873517842,0.0842046514980932,0.08511695279142138,0.08625630772286827,0.08759797756918454,0.08911367077353446,0.09077960995544337,0.09257714262216854
30,0.10715418802112107,0.10969246520361076,0.11235428267938284,0.11511856156495612,0.11798559576579884,0.12098090559535427,0.12415061270804735,0.1275502388235218,0.1312326391567522,0.13524072014333166,0.13960687068359556,0.14435577745421382,0.1495037787123614,0.15504846186229815,0.16094594459881054,0.1670791924096418,0.17322603583899635,0.17903981814037512,0.18405814947303573,0.18775273643959253,0.1896240469034463,0.18932743323955084,,,,,,,,,,,,,,,,,,,,,,,,,0.10432148697470776,0.10281056922389713,0.10124351477999557,0.0996963914143851,0.09823461379180169,0.09692211784879176,0.0958164395111942,0.0949615025581159,0.09438016985411928,0.09406719198455603,0.09398461019058256,0.09406347902741638,0.09421606085963087,0.09435955124652833,0.09444479867144463,0.09447603749977379,0.09450959155957142,0.09463248901131245,0.0949340289031655,0.09548395218900176,0.09632306921767686,0.097464671523389,0.09890186847623042,0.10061592375600084,0.10258219841732925,0.10477236268485186
